sapogu|сапогоу
ugodьna|оугодьна
tvoŕǫ|творѭ
jemu|ѥмоу
vьxegъda|вьсегъда
si|си
golgoĺǫћu|глаголѭщоу
jemu|ѥмоу
mъnogi|мъноѕи
věrovašę|вѣровашѧ
vъ|въ
ńь|н҄ь
golgolaaše|глаголааше
že|же
jisusъ|исоусъ
kъ|къ
věrovavъšemъjimъ|вѣровавъшиимъ
vъ|въ
ńь|н҄ь
ijudejomъ|июдеомъ
aћe|аще
vy|въі
perbǫdete|прѣбѫдете
vъ|въ
slovese|словесе
mojemь|моѥмь
vъ|въ
jьstinǫ|истинѫ
učeniki|оученици
moji|мои
bǫdete|бѫдете
i|и
orzumějete|разоумѣѥте
jьstinǫ|истинѫ
i|и
jьstina|истина
svoboditъ|свободитъ
vy|въі
otъvěћǞšę|отъвѣщашѧ
jemu|ѥмоу
ijudeji|июдеи
sěmę|сѣмѧ
avraamĺe|авраамл҄е
jesmъ|ѥсмъ
i|и
nikomuže|никомоуже
ne|не
orbotaxъ|работахъ
nikoliže|николиже
kako|како
ty|тъі
golgoĺeši|глагол҄еши
ako|ако
svobodь|свободь
bǫdete|бѫдете
otъvěћǞ|отъвѣща
jimъ|имъ
jisusъ|исоусъ
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
ako|ако
vьxakъ|вьсꙗкъ
tvoręjь|творѧи
grěxъ|грѣхъ
orbъ|рабъ
jestъ|ѥстъ
grěxu|грѣхоу
a|а
orbъ|рабъ
ne|не
perbyvajetъ|прѣбъіваѥтъ
vъ|въ
domu|домоу
vъ|въ
věkъ|вѣкъ
synъ|съінъ
perbyvajetъ|прѣбъіваѥтъ
vъ|въ
věkъ|вѣкъ
aћe|аще
ubo|оубо
synъ|съінъ
vy|въі
svoboditъ|свободитъ
vъ|въ
jьstinǫ|истинѫ
svobodь|свободь
bǫdete|бѫдете
věmь|вѣмь
ako|ако
sěmę|сѣмѧ
avraamĺe|авраамл҄е
jeste|ѥсте
nъ|нъ
jьščete|ищете
mene|мене
ubiti|оубити
ako|ако
slovo|слово
moje|моѥ
ne|не
vъměšћǞjetъ|въмѣщаѥтъ
sę|сѧ
vъ|въ
vy|въі
azъ|азъ
jǞže|ꙗже
viděxъ|видѣхъ
u|оу
boga|бога
mojego|моѥго
golgoĺǫ|глаголѭ
i|и
vy|въі
ubo|оубо
jǞže|ꙗже
viděste|видѣсте
u|оу
boga|бога
vašego|вашего
tvorite|творите
otъvěћǞšę|отъвѣщашѧ
i|и
rěšę|рѣшѧ
jemu|ѥмоу
otьkь|отьць
našь|нашь
avraamъ|авраамъ
jestъ|ѥстъ
golgola|глагола
jimъ|имъ
jisusъ|исоусъ
aћe|аще
čęda|чѧда
avraamĺǞ|авраамлꙗ
byste|бъісте
byli|бъіли
děla|дѣла
avraamĺǞ|авраамлꙗ
tvorili|творили
byste|бъісте
nyně|нъінѣ
že|же
jьščete|ищете
mene|мене
ubiti|оубити
čьlověka|чьловѣка
jьže|иже
jьstinǫ|истинѫ
vamъ|вамъ
golgolaxъ|глаголахъ
jǫže|ѭже
slyšǞxъ|слъішахъ
otъ|отъ
boga|бога
sego|сего
avraamъ|авраамъ
něstъ|нѣстъ
sъtvorilъ|сътворилъ
vy|въі
tvorite|творите
děla|дѣла
boga|бога
vašego|вашего
rěšę|рѣшѧ
že|же
jemu|ѥмоу
my|мъі
otъ|отъ
ĺubodějǞnьjǞ|любодѣꙗниꙗ
něsmъ|нѣсмъ
roђeni|рождени
my|мъі
jedinogo|ѥдиного
boga|бога
jьmamъ|имамъ
boga|бога
reče|рече
že|же
jimъ|имъ
jisusъ|исоусъ
aћe|аще
bogъ|богъ
otьkь|отьць
vašь|вашь
bi|би
bylъ|бъілъ
ĺubili|любили
mę|мѧ
bite|бите
azъ|азъ
bo|бо
otъ|отъ
boga|бога
jьzidъ|изидъ
i|и
prijьdъ|приидъ
ne|не
o|о
sebě|себѣ
bo|бо
prijьdъ|приидъ
nъ|нъ
tъ|тъ
mę|мѧ
posъla|посъла
po|по
čьto|чьто
besědy|бесѣдъі
mojeję|моѥѩ
ne|не
orzumějete|разоумѣѥте
ako|ако
ne|не
možete|можете
slyšǞti|слъішати
slovese|словесе
mojego|моѥго
vy|въі
otъ|отъ
boga|бога
dьjǞvola|диꙗвола
jeste|ѥсте
i|и
poxoti|похоти
boga|бога
vašego|вашего
xoћete|хощете
tvoriti|творити
onъ|онъ
|
bě|бѣ
jьskoni|искони
i|и
vъ|въ
jьstině|истинѣ
ne|не
stojitъ|стоитъ
ako|ако
něstъ|нѣстъ
jьstiny|истинъі
vъ|въ
ńemь|н҄емь
jegъda|ѥгъда
golgoĺetъ|глагол҄етъ
lъžǫ|лъжѫ
otъ|отъ
svojixъ|своихъ
golgoĺetъ|глагол҄етъ
ako|ако
lъžь|лъжь
jestъ|ѥстъ
i|и
otьkь|отьць
jego|ѥго
azъ|азъ
že|же
zańe|зан҄е
jьstinǫ|истинѫ
golgoĺǫ|глаголѭ
ne|не
jemĺete|ѥмл҄ете
věry|вѣръі
mъně|мънѣ
kъto|къто
otъ|отъ
vasъ|васъ
obličǞjetъ|обличаѥтъ
mę|мѧ
o|о
grěxě|грѣсѣ
aћe|аще
jьstinǫ|истинѫ
golgoĺǫ|глаголѭ
po|по
čьto|чьто
vy|въі
věry|вѣръі
ne|не
jemĺete|ѥмл҄ете
mъně|мънѣ
jьže|иже
jestъ|ѥстъ
otъ|отъ
boga|бога
golgolъ|глаголъ
božьjь|божии
poslušǞjetъ|послоушаѥтъ
sego|сего
radi|ради
vy|въі
ne|не
poslušǞjete|послоушаѥте
ako|ако
něste|нѣсте
otъ|отъ
boga|бога
otъvěћǞšę|отъвѣщашѧ
ijudeji|июдеи
i|и
rěšę|рѣшѧ
jemu|ѥмоу
ne|не
dobrě|добрѣ
li|ли
golgoĺemъ|глагол҄емъ
my|мъі
ako|ако
samarěninъ|самарѣнинъ
jesi|ѥси
ty|тъі
i|и
běsъ|бѣсъ
jьmaši|имаши
otъvěћǞ|отъвѣща
jьz|из
azъ|азъ
běsa|бѣса
ne|не
jьmamь|имамь
nъ|нъ
čьtǫ|чьтѫ
boga|бога
mojego|моѥго
i|и
vy|въі
ne|не
čьtete|чьтете
mene|мене
azъ|азъ
že|же
ne|не
jьščǫ|ищѫ
slavy|славъі
mojeję|моѥѩ
jestъ|ѥстъ
jьščęjь|ищѧи
i|и
sǫdę|сѫдѧ
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
aћe|аще
kъto|къто
slovo|слово
moje|моѥ
sъbĺudetъ|съблюдетъ
sъmŕ̥ti|съмрьти
ne|не
jьmatъ|иматъ
viděti|видѣти
vъ|въ
věkъ|вѣкъ
rěšę|рѣшѧ
že|же
jemu|ѥмоу
ijudeji|июдеи
nyně|нъінѣ
orzuměxomъ|разоумѣхомъ
ako|ако
běsъ|бѣсъ
jьmaši|имаши
avraamъ|авраамъ
umertъ|оумрѣтъ
i|и
proroki|пророци
i|и
ty|тъі
golgoĺeši|глагол҄еши
ako|ако
aћe|аще
kъto|къто
slovo|слово
moje|моѥ
sъbĺudetъ|съблюдетъ
ne|не
jьmatъ|иматъ
vъkusiti|въкоусити
sъmŕ̥ti|съмрьти
vъ|въ
věkъ|вѣкъ
jeda|ѥда
ty|тъі
boĺьjь|бол҄ии
jesi|ѥси
boga|бога
našego|нашего
avraama|авраама
jьže|иже
umertъ|оумрѣтъ
i|и
proroki|пророци
umeršę|оумрѣшѧ
kъto|къто
sę|сѧ
samъ|самъ
ty|тъі
tvoriši|твориши
otъvěћǞ|отъвѣща
jisusъ|исоусъ
aћe|аще
azъ|азъ
slavĺǫ|славлѭ
sę|сѧ
samъ|самъ
slava|слава
mojǞ|моꙗ
ničьtože|ничьтоже
jestъ|ѥстъ
jestъ|ѥстъ
otьkь|отьць
mojь|мои
slavęjь|славѧи
mę|мѧ
jegože|ѥгоже
vy|въі
golgoĺete|глагол҄ете
ako|ако
bogъ|богъ
našь|нашь
jestъ|ѥстъ
i|и
ne|не
poznaste|познасте
jego|ѥго
azъ|азъ
že|же
věmь|вѣмь
corrupted morphology tag|црароуптед мрапhологъі таг
i|и
aћe|аще
rekǫ|рекѫ
ako|ако
ne|не
věmь|вѣмь
jego|ѥго
bǫdǫ|бѫдѫ
podobьnъ|подобьнъ
vamъ|вамъ
lъžь|лъжь
nъ|нъ
věmь|вѣмь
i|и
i|и
slovo|слово
jego|ѥго
sъbĺudajǫ|съблюдаѭ
avraamъ|авраамъ
otьkь|отьць
vašь|вашь
radъ|радъ
bi|би
bylъ|бъілъ
da|да
bi|би
vidělъ|видѣлъ
dьnь|дьнь
mojь|мои
i|и
vidě|видѣ
i|и
vъzradova|въздрадова
sę|сѧ
rěšę|рѣшѧ
že|же
ijudeji|июдеи
kъ|къ
ńemu|н҄емоу
pęti|пѧти
desętъ|десѧтъ
lětъ|лѣтъ
ne|не
ju|ю
jьmaši|имаши
avraamъ|авраамъ
li|ли
jesi|ѥси
vidělъ|видѣлъ
reče|рече
jimъ|имъ
jisusъ|исоусъ
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
perђe|прѣжде
daže|даже
ne|не
bystъ|бъістъ
avraamъ|авраамъ
azъ|азъ
jesmь|ѥсмь
vъzęšę|възѧшѧ
že|же
kamenьje|камениѥ
da|да
vŕ̥gǫtъ|врьгѫтъ
na|на
ńь|н҄ь
jisusъ|исоусъ
že|же
sъkry|съкръі
sę|сѧ
i|и
jьzide|изиде
i|и
kŕ̥kъve|црькъве
i|и
prošьdъ|прошьдъ
|
jixъ|ихъ
jьděaše|идѣаше
i|и
xoђǞaše|хождааше
tako|тако
i|и
mimojьdy|мимоидъі
vidě|видѣ
čьlověka|чьловѣка
slěpa|слѣпа
otъ|отъ
|
i|и
vъsprosišę|въспросишѧ
i|и
učeniki|оученици
golgoĺǫћe|глаголѭще
ravvi|равви
kъto|къто
sъgrěši|съгрѣши
sь|сь
li|ли
ili|или
roditeĺǞ|родителꙗ
jego|ѥго
da|да
slěpъ|слѣпъ
rodi|роди
sę|сѧ
otъvěћǞ|отъвѣща
jisusъ|исоусъ
ni|ни
sь|сь
sъgrěši|съгрѣши
ni|ни
roditeĺǞ|родителꙗ
jego|ѥго
nъ|нъ
da|да
avętъ|авѧтъ
sę|сѧ
děla|дѣла
božьjǞ|божиꙗ
na|на
ńemь|н҄емь
mъně|мънѣ
podobajetъ|подобаѥтъ
dělati|дѣлати
děla|дѣла
|
mę|мѧ
dońьdeže|дон҄ьдеже
dьnь|дьнь
jestъ|ѥстъ
prijьdetъ|приидетъ
noћь|нощь
jegъda|ѥгъда
nikъtože|никътоже
ne|не
možetъ|можетъ
dělati|дѣлати
jegъda|ѥгъда
vъ|въ
mirě|мирѣ
jesmь|ѥсмь
světъ|свѣтъ
jesmь|ѥсмь
miru|мироу
si|си
rekъ|рекъ
plinǫ|плинѫ
na|на
zemĺǫ|землѭ
i|и
sъtvori|сътвори
bŕ̥nьje|брьниѥ
otъ|отъ
plinovenьjǞ|плиновениꙗ
i|и
pomaza|помаза
jemu|ѥмоу
oči|очи
bŕ̥nьjemь|брьниѥмь
i|и
reče|рече
jemu|ѥмоу
jьdi|иди
umъji|оумъіи
sę|сѧ
vъ|въ
kǫpěli|кѫпѣли
siluamьskě|силоуамьсцѣ
ježe|ѥже
sъkazajetъ|съказаѥтъ
sę|сѧ
posъlanъ|посъланъ
i|и
jьde|иде
že|же
i|и
umy|оумъі
sę|сѧ
i|и
prijьde|прииде
|
sǫsědi|сѫсѣди
že|же
i|и
jiže|иже
běaxǫ|бѣахѫ
viděli|видѣли
perђe|прѣжде
ako|ако
|
bě|бѣ
golgolaaxǫ|глаголаахѫ
ne|не
sь|сь
li|ли
jestъ|ѥстъ
sědę|сѣдѧ
i|и
prosę|просѧ
ovi|ови
golgolaaxǫ|глаголаахѫ
ako|ако
sь|сь
jestъ|ѥстъ
a|а
jьni|ини
golgolaaxǫ|глаголаахѫ
podobьnъ|подобьнъ
jemu|ѥмоу
jestъ|ѥстъ
onъ|онъ
že|же
golgolaaše|глаголааше
ako|ако
azъ|азъ
jesmь|ѥсмь
golgolaaxǫ|глаголаахѫ
že|же
jemu|ѥмоу
kako|како
tebě|тебѣ
sę|сѧ
otverste|отврѣсте
oči|очи
otъvěћǞ|отъвѣща
onъ|онъ
i|и
reče|рече
čьlověkъ|чьловѣкъ
narikajemъjь|нарицаѥмъіи
jisusъ|исоусъ
bŕ̥nьje|брьниѥ
sъtvori|сътвори
i|и
pomaza|помаза
oči|очи
mъně|мънѣ
i|и
reče|рече
mъně|мънѣ
jьdi|иди
vъ|въ
kǫpělь|кѫпѣль
|
i|и
umy|оумъі
sę|сѧ
šьdъ|шьдъ
že|же
i|и
umyvъ|оумъівъ
sę|сѧ
prozьrěxъ|прозьрѣхъ
rěšę|рѣшѧ
že|же
jemu|ѥмоу
kъto|къто
tъ|тъ
jestъ|ѥстъ
golgola|глагола
ne|не
věmь|вѣмь
věsę|вѣсѧ
i|и
kъ|къ
farisejomъ|фарисеомъ
jьže|иже
bě|бѣ
jьnъgъda|инъгъда
slěpъ|слѣпъ
bě|бѣ
že|же
sǫbota|сѫбота
jegъda|ѥгъда
sъtvori|сътвори
bŕ̥nьje|брьниѥ
jisusъ|исоусъ
i|и
otvŕ̥ze|отврьзе
jemu|ѥмоу
oči|очи
paky|пакъі
že|же
vъprašǞaxǫ|въпрашаахѫ
i|и
fariseji|фарисеи
kako|како
prozьrě|прозьрѣ
onъ|онъ
že|же
reče|рече
jimъ|имъ
bŕ̥nьje|брьниѥ
položi|положи
mъně|мънѣ
na|на
očьju|очию
i|и
umyxъ|оумъіхъ
sę|сѧ
i|и
viђǫ|виждѫ
golgolaaxǫ|глаголаахѫ
že|же
otъ|отъ
fariseji|фарисеи
jeteri|ѥтери
něstъ|нѣстъ
sь|сь
otъ|отъ
boga|бога
čьlověkъ|чьловѣкъ
ako|ако
sǫboty|сѫботъі
ne|не
xornitъ|хранитъ
ovi|ови
golgolaaxǫ|глаголаахѫ
kako|како
možetъ|можетъ
čьlověkъ|чьловѣкъ
grěšьnъ|грѣшьнъ
sike|сице
znamenьjǞ|знамениꙗ
tvoriti|творити
i|и
orspьŕǞ|распьрꙗ
bě|бѣ
vъ|въ
ńixъ|н҄ихъ
golgolašę|глаголашѧ
slěpьku|слѣпьцоу
paky|пакъі
ty|тъі
čьto|чьто
golgoĺeši|глагол҄еши
o|о
ńemь|н҄емь
ako|ако
otvŕ̥ze|отврьзе
oči|очи
tvoji|твои
onъ|онъ
že|же
reče|рече
ako|ако
prorokъ|пророкъ
jestъ|ѥстъ
ne|не
jęsę|ѩсѧ
že|же
věry|вѣръі
ijudeji|июдеи
o|о
ńemь|н҄емь
ako|ако
bě|бѣ
slěpъ|слѣпъ
i|и
prozьrě|прозьрѣ
dońьdeže|дон҄ьдеже
vъzgolsišę|възгласишѧ
roditeĺǞ|родителꙗ
togo|того
prozьrěvъšǞjego|прозьрѣвъшаѥго
i|и
vъsprosišę|въспросишѧ
jǞ|ꙗ
golgoĺǫћe|глаголѭще
sь|сь
li|ли
jestъ|ѥстъ
synъ|съінъ
vaju|ваю
jegože|ѥгоже
va|ва
|
ako|ако
slěpъ|слѣпъ
rodi|роди
sę|сѧ
kako|како
ubo|оубо
nyně|нъінѣ
viditъ|видитъ
otъvěћǞste|отъвѣщасте
jimъ|имъ
roditeĺǞ|родителꙗ
jego|ѥго
i|и
rěste|рѣсте
corrupted morphology tag|црароуптед мрапhологъі таг
věvě|вѣвѣ
ako|ако
sь|сь
jestъ|ѥстъ
synъ|съінъ
naju|наю
i|и
ako|ако
slěpъ|слѣпъ
rodi|роди
sę|сѧ
kako|како
že|же
nyně|нъінѣ
viditъ|видитъ
ne|не
věvě|вѣвѣ
li|ли
kъto|къто
jemu|ѥмоу
otvŕ̥ze|отврьзе
oči|очи
ne|не
věvě|вѣвѣ
samogo|самого
vъsprosite|въспросите
vъzorstъ|въздрастъ
jьmatъ|иматъ
samъ|самъ
o|о
sebě|себѣ
da|да
golgoĺetъ|глагол҄етъ
sike|сице
rěste|рѣсте
roditeĺǞ|родителꙗ
jego|ѥго
ako|ако
bojǞašete|боꙗашете
sę|сѧ
ijudejь|июдеи
juže|юже
bo|бо
sę|сѧ
běaxǫ|бѣахѫ
sъložili|съложили
ijudeji|июдеи
da|да
aћe|аще
kъto|къто
jьspověstъ|исповѣстъ
xristosa|христоса
|
sъnьmiščǞ|съньмища
bǫdetъ|бѫдетъ
sego|сего
radi|ради
roditeĺǞ|родителꙗ
jego|ѥго
rěste|рѣсте
ako|ако
vъzorstъ|въздрастъ
jьmatъ|иматъ
samogo|самого
vъsprosite|въспросите
vъzgolsišę|възгласишѧ
že|же
vъtorikejǫ|въторицеѭ
čьlověka|чьловѣка
jьže|иже
bě|бѣ
slěpъ|слѣпъ
i|и
rěšę|рѣшѧ
jemu|ѥмоу
daђь|даждь
slavǫ|славѫ
bogu|богоу
my|мъі
věmъ|вѣмъ
ako|ако
čьlověkъ|чьловѣкъ
sь|сь
grěšьnъ|грѣшьнъ
jestъ|ѥстъ
otъvěћǞ|отъвѣща
že|же
onъ|онъ
i|и
reče|рече
aћe|аще
grěšьnikъ|грѣшьникъ
jestъ|ѥстъ
ne|не
věmь|вѣмь
jedino|ѥдино
věmь|вѣмь
ako|ако
slěpъ|слѣпъ
běxъ|бѣхъ
nyně|нъінѣ
že|же
viђǫ|виждѫ
rěšę|рѣшѧ
že|же
jemu|ѥмоу
paky|пакъі
čьto|чьто
sъtvori|сътвори
tebě|тебѣ
kako|како
otvŕ̥ze|отврьзе
tvojь|твои
oči|очи
otъvěћǞ|отъвѣща
jimъ|имъ
rěxъ|рѣхъ
vamъ|вамъ
juže|юже
i|и
ne|не
slyšǞste|слъішасте
čьto|чьто
paky|пакъі
xoћete|хощете
slyšǞti|слъішати
jeda|ѥда
i|и
vy|въі
učeniki|оученици
jego|ѥго
xoћete|хощете
byti|бъіти
oni|они
že|же
ukorišę|оукоришѧ
i|и
i|и
rěšę|рѣшѧ
ty|тъі
učenikъ|оученикъ
jesi|ѥси
togo|того
my|мъі
mosijovi|мосиови
jesmъ|ѥсмъ
učeniki|оученици
my|мъі
věmъ|вѣмъ
ako|ако
mosijovi|мосиови
golgola|глагола
bogъ|богъ
sego|сего
že|же
ne|не
věmъ|вѣмъ
otъkǫdu|отъкѫдоу
jestъ|ѥстъ
otъvěћǞ|отъвѣща
čьlověkъ|чьловѣкъ
i|и
reče|рече
jimъ|имъ
o|о
semь|семь
ubo|оубо
divьno|дивьно
jestъ|ѥстъ
ako|ако
vy|въі
ne|не
věste|вѣсте
otъkǫdu|отъкѫдоу
jestъ|ѥстъ
i|и
otvŕ̥ze|отврьзе
oči|очи
moji|мои
věmъ|вѣмъ
že|же
ako|ако
grěšьnikъ|грѣшьникъ
bogъ|богъ
ne|не
poslušǞjetъ|послоушаѥтъ
nъ|нъ
aћe|аще
kъto|къто
|
jestъ|ѥстъ
i|и
voĺǫ|волѭ
jego|ѥго
tvoritъ|творитъ
togo|того
poslušǞjetъ|послоушаѥтъ
otъ|отъ
věka|вѣка
něstъ|нѣстъ
slyšǞno|слъішано
ako|ако
kъto|къто
otvŕ̥ze|отврьзе
oči|очи
slěpu|слѣпоу
roђenu|рожденоу
aћe|аще
sь|сь
ne|не
bi|би
otъ|отъ
boga|бога
bylъ|бъілъ
ne|не
moglъ|моглъ
bi|би
tvoriti|творити
ničesože|ничесоже
otъvěћǞšę|отъвѣщашѧ
i|и
rěšę|рѣшѧ
jemu|ѥмоу
vъ|въ
grěxěxъ|грѣсѣхъ
ty|тъі
rodilъ|родилъ
sę|сѧ
jesi|ѥси
vьxь|вьсь
i|и
ty|тъі
li|ли
ny|нъі
učiši|оучиши
jьzgъnašę|изгънашѧ
že|же
i|и
vъnъ|вънъ
slyšǞvъ|слъішавъ
že|же
jisusъ|исоусъ
ako|ако
jьzgъnašę|изгънашѧ
i|и
vъnъ|вънъ
i|и
obrětъ|обрѣтъ
i|и
reče|рече
jemu|ѥмоу
ty|тъі
věruješi|вѣроуѥши
li|ли
vъ|въ
syna|съіна
božьjǞ|божиꙗ
otъvěћǞ|отъвѣща
onъ|онъ
i|и
reče|рече
i|и
kъto|къто
jestъ|ѥстъ
gospodi|господи
da|да
věrǫ|вѣрѫ
jьmǫ|имѫ
vъ|въ
ńego|н҄его
reče|рече
že|же
jemu|ѥмоу
jisusъ|исоусъ
i|и
vidělъ|видѣлъ
i|и
jesi|ѥси
i|и
golgoĺęjь|глаголѩи
﻿sъ|﻿съ
tobojǫ|тобоѭ
tъ|тъ
jestъ|ѥстъ
onъ|онъ
že|же
reče|рече
věrujǫ|вѣроуѭ
gospodi|господи
i|и
pokloni|поклони
sę|сѧ
jemu|ѥмоу
i|и
reče|рече
jisusъ|исоусъ
na|на
sǫdъ|сѫдъ
azъ|азъ
vъ|въ
mirъ|миръ
se|се
prijьdъ|приидъ
da|да
ne|не
vidęћeji|видѧщеи
vidętъ|видѧтъ
i|и
vidęћeji|видѧщеи
slěpi|слѣпи
bǫdǫtъ|бѫдѫтъ
slyšǞšę|слъішашѧ
corrupted morphology tag|црароуптед мрапhологъі таг
otъ|отъ
fariseji|фарисеи
si|си
sǫћeji|сѫщеи
﻿sъ|﻿съ
ńimь|н҄имь
i|и
rěšę|рѣшѧ
jemu|ѥмоу
jeda|ѥда
i|и
my|мъі
slěpi|слѣпи
jesmъ|ѥсмъ
reče|рече
že|же
jimъ|имъ
jisusъ|исоусъ
aћe|аще
bite|бите
slěpi|слѣпи
byli|бъіли
ne|не
bite|бите
jьměli|имѣли
grěxa|грѣха
nyně|нъінѣ
že|же
golgoĺete|глагол҄ете
ako|ако
vidimъ|видимъ
i|и
grěxъ|грѣхъ
vašь|вашь
perbyvajetъ|прѣбъіваѥтъ
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
ne|не
vъxodęjь|въходѧи
dvьrьmi|двьрьми
vъ|въ
dvorъ|дворъ
ovьčь|овьчь
nъ|нъ
perlazęjь|прѣлазѧи
|
tъ|тъ
tatь|тать
jestъ|ѥстъ
i|и
orzbojьnikъ|разбоиникъ
a|а
vъxodęjь|въходѧи
dvьrьmi|двьрьми
pastyŕь|пастъір҄ь
jestъ|ѥстъ
ovьkamъ|овьцамъ
semu|семоу
dvьrьnikъ|двьрьникъ
otvŕ̥zajetъ|отврьзаѥтъ
i|и
ovьkę|овьцѧ
golsъ|гласъ
jego|ѥго
slyšętъ|слъішѧтъ
i|и
svoję|своѩ
ovьkę|овьцѧ
golšǞjetъ|глашаѥтъ
po|по
jьmene|имене
i|и
jьzgonitъ|изгонитъ
ję|ѩ
jegъda|ѥгъда
svoję|своѩ
ovьkę|овьцѧ
jьžǯenetъ|ижденетъ
perdъ|прѣдъ
ńimi|н҄ими
xoditъ|ходитъ
i|и
ovьkę|овьцѧ
po|по
ńemь|н҄емь
jьdǫtъ|идѫтъ
ako|ако
vědętъ|вѣдѧтъ
golsъ|гласъ
jego|ѥго
po|по
ћuђijemь|щоуждиѥмь
že|же
ne|не
jьdǫtъ|идѫтъ
nъ|нъ
běžętъ|бѣжѧтъ
otъ|отъ
ńego|н҄его
ako|ако
ne|не
