сапогоу|sapogu
въшьдъшихъ|
да|da
поклонѧтъ|poklonętъ
сѧ|sę
въ|vъ
праздьникъ|porzdьnikъ
сиі|si
же|že
пристѫпишѧ|pristǫpišę
къ|kъ
филипоу|filipu
ꙇже|jьže
бѣ|bě
отъ|otъ
видъсаꙇдꙑ|vitъsajidy
галилѣꙇскꙑѩ|galilejьskyjeję
ꙇ|i
мол҄ѣахѫ|modĺǢaxǫ
і|i
г҃лѭште|golgoĺǫћe
г҃и|gospodi
хоштемъ|xoћemъ
ꙇ҃са|jisusa
видѣти|viděti
приде|prijьde
филиппъ|
ꙇ|i
г҃ла|golgola
аньдрѣови|anьdrejovi
ꙇ|i
пакꙑ|paky
андрѣа|anьdrějǢ
ꙇ|i
филипъ|filipъ
г҃ласте|golgolaste
ꙇ҃сви|jisusovi
Ꙇ҃с|jisusъ
же|že
отъвѣшта|otъvěћǢ
ꙇма|jima
г҃лѧ|golgoĺę
приде|prijьde
часъ|čǢsъ
да|da
прославитъ|proslavitъ
сѧ|sę
с҃нъ|synъ
ч҃скꙑ|čьlověčьskъjь
Амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
аште|aћe
зръно|zŕ̥no
пьшеньно|pьšeničьno
не|ne
оумьр҄етъ|umьretъ
падъ|padъ
въ|vъ
земл҄и|zemĺi
то|to
едино|jedino
прѣбꙑваетъ|perbyvajetъ
аште|aћe
ли|li
оумьр҄етъ|umьretъ
многъ|mъnogъ
плодъ|plodъ
сътворитъ|sъtvoritъ
Л҄юбѧи|ĺubęjь
д҃шѫ|dušǫ
своѭ|svojǫ
погоубитъ|pogubitъ
ѭ|jǫ
ꙇ|i
ненавидѧи|nenavidęjь
д҃шѧ|dušę
своеѩ|svojeję
въ|vъ
мирѣ|mirě
семь|semь
въ|vъ
животѣ|životě
вѣчьнѣмь|věčьnějemь
съхранитъ|sъxornitъ
ѭ|jǫ
Аште|aћe
кто|kъto
мⸯнѣ|mъně
слоужитъ|služitъ
по|po
мнѣ|mъně
да|da
ходитъ|xoditъ
ꙇдеже|jьdeže
есмь|jesmь
азъ|azъ
тоу|tu
ꙇ|i
слоуга|sluga
моі|mojь
бѫдетъ|bǫdetъ
ꙇ|i
аште|aћe
къто|kъto
мьнѣ|mъně
слоужитъ|služitъ
почьтетъ|počьtetъ
і|i
о҃ць|otьkь
Нꙑн҄ѣ|nyně
д҃ша|dušǢ
моѣ|mojǢ
възмѫти|vъzmǫti
сѧ|sę
ꙇ|i
чьто|čьto
рекѫ|rekǫ
о҃че|otьče
с҃пи|sъpasi
мѧ|mę
отъ|otъ
часа|čǢsa
сего|sego
нъ|nъ
сего|sego
ради|radi
придъ|prijьdъ
на|na
годинѫ|godinǫ
сиѭ|sьjǫ
Ѡ҃че|otьče
прослави|proslavi
ꙇмѧ|jьmę
твое|tvoje
приде|prijьde
же|že
г҃лас|golsъ
съ|﻿sъ
н҃бсе|nebese
ꙇ|i
прославихъ|proslavixъ
ꙇ|i
пакꙑ|paky
прославл҄ѫ|
народъ|narodъ
же|že
стоѩ|stoję
ꙇ|i
слꙑшавъ|slyšǢvъ
г҃лаахѫ|golgolaaxǫ
громъ|gromъ
бꙑстъ|bystъ
ꙇни|jьni
г҃лахѫ|golgolaaxǫ
а҃ꙉлъ|anǵelъ
г҃ла|golgola
емоу|jemu
отъвѣшта|otъvěћǢ
и҃с|jisusъ
ꙇ|i
рече|reče
не|ne
мене|mene
ради|radi
гласъ|golsъ
сь|sь
бꙑс|by
нъ|nъ
народа|naroda
ради|radi
нꙑн҄ѣ|nyně
же|že
сѫдъ|sǫdъ
естъ|jestъ
мироу|miru
семоу|semu
нꙑн҄ѣ|nyně
кънѧзь|kъnęgь
мира|mira
сего|sego
ꙇзгънанъ|jьzgъnanъ
бѫдетъ|bǫdetъ
вънъ|vъnъ
ꙇ|i
азъ|azъ
аште|aћe
вьзнесенъ|vъznesenъ
бѫдѫ|bǫdǫ
отъ|otъ
земл҄ѧ|zemĺę
вьсѧ|vьxę
привлѣкѫ|privelkǫ
къ|kъ
себѣ|sebě
се|se
же|že
г҃лааше|golgolaaše
клепл҄ѧ|klepĺę
коеѭ|kojejǫ
съмрътиѭ|sъmŕ̥tьjǫ
хотѣаше|xotěaše
оумьрѣти|umerti
отъвѣшта|otъvěћǢ
емоу|jemu
народъ|narodъ
мꙑ|my
слꙑшахомъ|slyšǢxomъ
отъ|otъ
закона|zakona
ѣко|ako
х҃ъ|xristosъ
прѣбꙑваетъ|perbyvajetъ
въ|vъ
вѣкъ|věkъ
ꙇ|i
како|kako
тꙑ|ty
г҃леши|golgoĺeši
вьзнести|vъznesti
сѧ|sę
подобаетъ|podobajetъ
с҃ноу|synu
ч҃скоуемоу|
къто|kъto
сь|sь
естъ|jestъ
с҃нъ|synъ
ч҃скꙑ|čьlověčьskъjь
рече|reče
же|že
е]м[оу|jemu
и҃с|jisusъ
еште|ješče
въ|vъ
мало|malo
врѣмѧ|vermę
свѣтъ|světъ
въ|vъ
васъ|vasъ
естъ|jestъ
ходите|xodite
доньдеже|dońьdeže
свѣтъ|světъ
ꙇмате|jьmate
да|da
тьма|tьmama
васъ|vasъ
не|ne
ꙇметъ|jьmetъ
ꙇ|i
ходѧі|xodęjь
въ|vъ
тьмѣ|tьmě
не|ne
вѣстъ|věstъ
камо|kamo
ꙇдетъ|jьdetъ
доньдеже|dońьdeže
свѣтъ|světъ
ꙇмате|jьmate
вѣроуете|věrujete
въ|vъ
свѣтъ|světъ
да|da
с҃ни|corrupted morphology tag
свѣтоу|světu
бѫдете|bǫdete
си|si
г҃ла|golgola
и҃с|jisusъ
ꙇ|i
шьдъ|šьdъ
съкрꙑ|sъkry
сѧ|sę
отъ|otъ
н҄ихъ|ńixъ
толика|tolika
же|že
знамениѣ|znamenьjǢ
сътворьшю|sъtvoŕьšu
емоу|jemu
прѣдъ|perdъ
н҄ими|ńimi
не|ne
вѣроваахѫ|věrovaaxǫ
емоу|jemu
да|da
събѫдѫтъ|sъbǫdǫtъ
сѧ|sę
словеса|slovesa
ꙇсаꙇѩ|isajiję
пророка|proroka
еже|ježe
рече|reče
г҃и|gospodi
къто|kъto
вѣрова|věrova
слоухоу|sluxu
вашемоу|vašemu
ꙇ|i
мꙑшьца|myšьka
г҃нѣ|gospodьńǢ
комоу|komu
отъкрꙑ|otъkry
сѧ|sę
Сего|sego
ради|radi
не|ne
можахѫ|možǢaxǫ
вѣровати|věrovati
ѣко|ako
пакꙑ|paky
рече|reče
ꙇсаіѣ|isajijǢ
ослѣпи|oslěpi
очи|oči
ꙇхъ|jixъ
ꙇ|i
окамѣнилъ|okamenilъ
естъ|jestъ
сръдьца|sŕ̥dьka
ꙇхъ|jixъ
да|da
не|ne
видѧтъ|vidętъ
очима|očima
ни|ni
разоумѣѭтъ|orzumějǫtъ
сръдьцемь|sŕ̥dьkemь
ꙇ|i
обратѧтъ|obvortętъ
сѧ|sę
ꙇ|i
ицѣл҄ѫ|jьskěĺǫ
ѩ|ję
Си|si
рече|reče
ꙇсаꙇѣ|isajijǢ
егда|jegъda
видѣ|vidě
славѫ|slavǫ
его|jego
ꙇ|i
г҃ла|golgola
о|o
н҄емь|ńemь
обаче|obače
оубо|ubo
ꙇ|i
отъ|otъ
кънѧзь|kъnęgь
мнози|mъnogi
вѣровашѧ|věrovašę
вь|vъ
н҄его|ńego
нъ|nъ
фарисѣи|fariseji
ради|radi
не|ne
ꙇсповѣдаахѫ|jьspovědaaxǫ
да|da
не|ne
ꙇ|i
сънъмишть|sъnьmiščь
ꙇзгънани|jьzgъnani
бѫдѫтъ|bǫdǫtъ
вьзл҄юбишѧ|vъžĺubišę
бо|bo
паче|pače
славѫ|slavǫ
ч҃скѫ|
неже|neže
славѫ|slavǫ
б҃жиѭ|božьjǫ
Ꙇ҃с|jisusъ
же|že
възъва|vъzъva
ꙇ|i
рече|reče
вѣроуѩи|věrujęjь
вь|vъ
мѧ|mę
не|ne
вѣроуетъ|věrujetъ
въ|vъ
мене|mene
нъ|nъ
въ|vъ
посълавъшаего|posъlavъšǢjego
мѧ|mę
ꙇ|i
видѧі|vidęjь
мѧ|mę
видитъ|viditъ
посълавъшаего|posъlavъšǢjego
мѧ|mę
Азъ|azъ
свѣтъ|světъ
въ|vъ
вьсь|vьxь
миръ|mirъ
придъ|prijьdъ
да|da
вьсѣкъ|vьxakъ
вѣроуѩі|věrujęjь
въ|vъ
мѧ|mę
въ|vъ
тьмѣ|tьmě
не|ne
прѣбѫдетъ|perbǫdetъ
ꙇ|i
аште|aћe
кто|kъto
оуслꙑшитъ|uslyšitъ
г҃лꙑ|golgoly
моѩ|moję
ꙇ|i
не|ne
съхранитъ|sъxornitъ
ꙇхъ|jixъ
азъ|azъ
не|ne
сѫждѫ|sǫђǫ
емоу|jemu
не|ne
придъ|prijьdъ
бо|bo
да|da
сѫждѫ|sǫђǫ
мироу|miru
нъ|nъ
да|da
съпасѫ|sъpasǫ
миръ|mirъ
отъмѣтаѩи|otъmětajęjь
сѧ|sę
мене|mene
ꙇ|i
не|ne
приемл҄ѧ|prijemĺę
г҃лъ|golgolъ
моіхъ|mojixъ
ꙇматъ|jьmatъ
сѫдѧштаего|
емоу|jemu
слово|slovo
еже|ježe
г҃лахъ|golgolaxъ
то|to
сѫдитъ|sǫditъ
емоу|jemu
въ|vъ
послѣдьн҄и|poslědьńь
дьнь|dьnь
ѣко|ako
азъ|azъ
о|o
себѣ|sebě
не|ne
г҃лаахъ|golgolaaxъ
нъ|nъ
посълавъꙇ|posъlavъjь
мѧ|mę
о҃ць|otьkь
тъ|tъ
мьнѣ|mъně
заповѣдь|zapovědь
дастъ|dastъ
чьто|čьto
рекѫ|rekǫ
ꙇ|i
чьто|čьto
възглаголѫ|vъzgolgoĺǫ
ꙇ|i
вѣмь|věmь
ѣко|ako
заповѣдь|zapovědь
его|jego
животъ|životъ
вѣчьнꙑ|věčьnъjь
естъ|jestъ
ѣже|jǢže
оубо|ubo
азъ|azъ
г҃лѭ|golgoĺǫ
ѣкоже|akože
рече|reče
мнѣ|mъně
о҃ць|otьkь
тако|tako
г҃лѭ|golgoĺǫ
Прѣжде|perђe
же|že
праздьника|porzdьnika
пасцѣ|pasxě
вѣдꙑ|vědy
и҃с|jisusъ
ѣко|ako
приде|prijьde
емоу|jemu
година|godina
да|da
ꙇ|i
прѣꙇдетъ|per+jьdetъ
отъ|otъ
мира|mira
сего|sego
къ|kъ
о҃цю|otьku
възл҄юбль|vъžĺubĺь
своѩ|svoję
сѫштѧѩ|sǫћęję
въ|vъ
вьсемь|vьxemь
мирѣ|mirě
до|do
коньца|konьka
вьзлюби|vъžĺubi
ѩ|ję
Ꙇ|i
вечери|večeŕi
бꙑвъши|byvъši
диѣволоу|dьjǢvolu
юже|juže
въложьшю|vъložьšu
въ|vъ
сръдьце|sŕ̥dьke
ꙇюдѣ|ijudě
симоновоу|simonovu
ꙇскариотьскоуемоу|corrupted morphology tag
да|da
и|i
прѣдастъ|perdastъ
Вѣдꙑ|vědy
же|že
и҃с|jisusъ
ѣко|ako
вьсѣ|vьxa
дастъ|dastъ
емоу|jemu
о҃ць|otьkь
въ|vъ
рѫцѣ|rǫkě
ꙇ|i
ѣко|ako
отъ|otъ
б҃а|boga
ꙇзидъ|jьzidъ
ꙇ|i
къ|kъ
б҃у|bogu
грѧдетъ|grędetъ
Въста|vъsta
съ|﻿sъ
вечерѧ|večeŕę
ꙇ|i
положи|položi
ризꙑ|rizy
ꙇ|i
приімъ|prijьmъ
ле[о]нтиі|
прѣпоѣса|perpojǢsa
сѧ|sę
потомь|potomь
же|že
волиѣ|voli
водѫ|vodǫ
въ|vъ
оумꙑвальницѫ|umyvalьnikǫ
ꙇ|i
начѧтъ|načętъ
оумꙑвати|umyvati
нозѣ|nogě
оученикомъ|učenikomъ
ꙇ|i
отирати|otirati
лентиемь|lentijemь
ꙇмьже|jimьže
бѣ|bě
прѣпоѣсанъ|perpojǢsanъ
приде|prijьde
же|že
къ|kъ
симоноу|simonu
петроу|petru
ꙇ|i
г҃ла|golgola
емоу|jemu
тъ|tъ
г҃и|gospodi
тꙑ|ty
ли|li
моꙇ|moji
оумꙑеши|umъješi
нозѣ|nogě
отъвѣшта|otъvěћǢ
и҃с|jisusъ
ꙇ|i
рече|reče
емоу|jemu
еже|ježe
азъ|azъ
творѫ|tvoŕǫ
тꙑ|ty
не|ne
вѣси|věsi
нꙑн҄ѣ|nyně
разоумѣеши|orzuměješi
же|že
по|po
сихъ|sixъ
г҃ла|golgola
емоу|jemu
петръ|petrъ
не|ne
оумꙑеши|umъješi
моею|mojeju
ногоу|nogu
въ|vъ
вѣкъ|věkъ
отъвѣшта|otъvěћǢ
емоу|jemu
и҃с|jisusъ
аште|aћe
не|ne
оумꙑѭ|umъjǫ
тебе|tebe
не|ne
ꙇмаши|jьmaši
чѧсти|čęsti
съ|﻿sъ
мноѭ|mъnojǫ
г҃ла|golgola
емоу|jemu
симонъ|simonъ
петръ|petrъ
г҃и|gospodi
не|ne
ноѕѣ|nogě
моі|moji
тъкъмо|tъkъmo
нъ|nъ
і|i
рѫцѣ|rǫkě
ꙇ|i
главѫ|golvǫ
г҃ла|golgola
емоу|jemu
и҃с|jisusъ
ꙇзмъвенꙑ|jьzmъvenъjь
не|ne
трѣбоуетъ|terbujetъ
тъкъмо|tъkъmo
ноѕѣ|nogě
оумꙑти|umyti
естъ|jestъ
бо|bo
вьсь|vьxь
чистъ|čistъ
ꙇ|i
вꙑ|vy
чисти|corrupted morphology tag
есте|jeste
нъ|nъ
не|ne
вьси|vьxi
вѣдѣаше|věděaše
бо|bo
прѣдаѭштаего|perdajǫћǢjego
ꙇ|i
сего|sego
ради|radi
рече|reče
ѣко|ako
не|ne
вси|vьxi
есте|jeste
чисти|corrupted morphology tag
егда|jegъda
оумꙑ|umy
нозѣ|nogě
ꙇхъ|jixъ
ꙇ|i
приѩтъ|prijętъ
ризꙑ|rizy
своѩ|svoję
ꙇ|i
вьзлеже|vъzleže
пакꙑ|paky
рече|reče
ꙇмъ|jimъ
вѣсте|věste
ли|li
чьто|čьto
сътворихъ|sъtvorixъ
вамъ|vamъ
Вꙑ|vy
глашаете|golšǢašete
мѧ|mę
оучител҄ѣ|učiteĺǢ
ꙇ|i
г҃ѣ|gospoda
ꙇ|i
добрѣ|dobrě
г҃лете|golgoĺete
есмь|jesmь
бо|bo
Аште|aћe
оубо|ubo
азъ|azъ
оумꙑхъ|umyxъ
ваши|vaši
ноѕѣ|nogě
г҃ь|gospodь
ꙇ|i
оучител҄ь|učiteĺь
ꙇ|i
вꙑ|vy
длъжьни|dl̥žьni
есте|jeste
дроугъ|drugъ
дроугоу|drugu
оумꙑвати|umyvati
нозѣ|nogě
образъ|obrazъ
дахъ|daxъ
вамъ|vamъ
да|da
ѣкоже|akože
азъ|azъ
творихъ|tvorixъ
вамъ|vamъ
ꙇ|i
вꙑ|vy
творите|tvorite
Амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
нѣстъ|něstъ
рабъ|orbъ
бол҄и|
г҃ѣ|gospoda
своего|svojego
ни|ni
а҃полъ|apostolъ
боли|
посълавъшаего|posъlavъšǢjego
ꙇ|i
аште|aћe
си|si
вѣсте|věste
блажени|bolženi
есте|jeste
аште|aћe
творите|tvorite
ѣ|jǢ
не|ne
о|o
вьсѣхъ|vьxěxъ
васъ|vasъ
г҃лѭ|golgoĺǫ
азъ|azъ
бо|bo
вѣмь|věmь
еже|ježe
ꙇзбърахъ|jьzbьraxъ
нъ|nъ
да|da
кън҄игꙑ|kъńigy
събѫдѫтъ|sъbǫdǫtъ
сѧ|sę
ѣко|ako
ѣдꙑ|jǢdy
съ|﻿sъ
мноѭ|mъnojǫ
хлѣбъ|xlěbъ
вьздвигнетъ|vъzdvignetъ
на|na
мѧ|mę
пѧтѫ|
своѭ|svojǫ
отъселѣ|otъselě
г҃лѭ|golgoĺǫ
вамъ|vamъ
прѣжде|perђe
даже|daže
не|ne
бѫдетъ|bǫdetъ
да|da
егда|jegъda
бѫдетъ|bǫdetъ
вѣсте|věste
ѣко|ako
азъ|azъ
есмь|jesmь
Амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
приемлѧꙇ|prijemĺęjь
аште|aћe
кого|kogo
посъл҄ѭ|posъĺǫ
мене|mene
приемлетъ|prijemĺetъ
а|a
приемл҄ѧі|prijemĺęjь
мене|mene
приемл҄етъ|prijemĺetъ
посълавьшаего|posъlavъšǢjego
мѧ|mę
Си|si
рекъ|rekъ
и҃с|jisusъ
възмѫти|vъzmǫti
сѧ|sę
д҃хомь|duxomь
ꙇ|i
съвѣдѣтел҄ьствова|sъvěděteĺьstvova
ꙇ|i
рече|reče
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
ѣко|ako
единъ|jedinъ
отъ|otъ
васъ|vasъ
прѣдастъ|perdastъ
мѧ|mę
Съзираахѫ|sъziraaxǫ
же|že
сѧ|sę
междю|meђu
собоѭ|sobojǫ
оученици|učeniki
не домꙑслѧште|nedomyslęћe
о|o
комь|komь
г҃летъ|golgoĺetъ
Бѣ|bě
же|že
вьзлежѧ|vъzležę
единъ|jedinъ
отъ|otъ
оученикъ|učenikъ
его|jego
на|na
лонѣ|loně
ꙇ҃свѣ|jisusově
егоже|jegože
л҄юбл҄ѣаше|ĺubĺǢaše
и҃с|jisusъ
поманѫ|pomanǫ
же|že
семоу|semu
симонъ|simonъ
петръ|petrъ
въпроситі|vъsprositi
и|i
къто|kъto
оубо|ubo
естъ|jestъ
о|o
н҄емьже|ńemьže
г҃летъ|golgoĺetъ
нападъ|napadъ
же|že
тако|tako
на|na
пръси|pŕ̥si
ꙇ҃свꙑ|jisusovy
г҃ла|golgola
емоу|jemu
г҃и|gospodi
къто|kъto
естъ|jestъ
отъвѣшта|otъvěћǢ
и҃с|jisusъ
тъ|tъ
естъ|jestъ
емоуже|jemuže
азъ|azъ
омочь|omočь
хлѣбъ|xlěbъ
подамь|podamь
ꙇ|i
омочь|omočь
хлѣбъ|xlěbъ
приѩтъ|prijętъ
ꙇ|i
дастъ|dastъ
ꙇюдѣ|ijudě
симоноу|simonu
ꙇскариотьскоумоу|iskarijotьskujemu
ꙇ|i
по|po
хлѣбѣ|xlěbě
тогда|tъgъda
вьниде|vъnide
въ|vъ
н҄ь|ńь
сотона|sotona
Г҃ла|golgola
емоу|jemu
и҃с|jisusъ
еже|ježe
твориши|tvoriši
твори|tvori
скоро|skoro
сего|sego
же|že
никътоже|nikъtože
не|ne
разоумѣ|corrupted morphology tag
вьзлежѧштихъ|vъzležęћixъjixъ
чесо|česo
ради|radi
рече|reče
емоу|jemu
етери|jeteri
бо|bo
мьнѣахѫ|mьněaxǫ
пон҄еже|pońeže
ковьчежьць|kovьčegъ
ꙇмѣаше|jьměaše
ꙇюда|ijuda
ѣко|ako
г҃летъ|golgoĺetъ
емоу|jemu
и҃с|jisusъ
коупи|kupi
егоже|jegože
трѣбоуемъ|terbujemъ
на|na
праздьникъ|porzdьnikъ
ли|li
ништимъ|nišћemъjimъ
да|da
нѣчьто|něčьto
дастъ|dastъ
пріимъ|prijьmъ
же|že
онъ|onъ
хлѣбъ|xlěbъ
ꙇзиде|jьzide
абие|abьje
бѣ|bě
же|že
ношть|noћь
егда|jegъda
ꙇзиде|jьzide
г҃ла|golgola
же|že
и҃с|jisusъ
Нꙑн҄ѣ|nyně
прослави|proslavi
сѧ|sę
с҃нъ|synъ
ч҃скꙑ|čьlověčьskъjь
ꙇ|i
б҃ъ|bogъ
прослави|proslavi
сѧ|sę
о|o
н҄емь|ńemь
аште|aћe
б҃ъ|bogъ
прославитъ|proslavitъ
сѧ|sę
о|o
н҄емь|ńemь
ꙇ|i
б҃ъ|bogъ
прославитъ|proslavitъ
і|i
в|vъ
себѣ|sebě
и|i
абие|abьje
прославитъ|proslavitъ
і|i
чѧдьца|čędьka
еште|ješče
мало|malo
съ|﻿sъ
вами|vami
есмь|jesmь
вьзиштете|vъziščete
мене|mene
ꙇ|i
ѣкоже|akože
рѣхъ|rěxъ
ꙇюдѣомъ|ijudejomъ
ѣко|ako
ѣможе|amože
азъ|azъ
ꙇдѫ|jьdǫ
вꙑ|vy
не|ne
можете|možete
прити|prijьti
ꙇ|i
вамъ|vamъ
г҃лѭ|golgoĺǫ
нꙑн҄ѣ|nyně
заповѣдь|zapovědь
новѫ|novǫ
даѭ|dajǫ
вамъ|vamъ
да|da
л҄юбите|ĺubite
дроугъ|drugъ
дроуга|druga
ѣкоже|akože
вьзл҄юбихъ|vъžĺubixъ
вꙑ|vy
да|da
ꙇ|i
вꙑ|vy
л҄юбите|ĺubite
дроугъ|drugъ
дроуга|druga
о|o
семь|semь
разоумѣѭтъ|orzumějǫtъ
вⸯси|vьxi
ѣко|ako
моі|moji
оученици|učeniki
есте|jeste
аште|aћe
л҄юбовь|ĺubъvь
ꙇмате|jьmate
междю|meђu
собоѭ|sobojǫ
г҃ла|golgola
емоу|jemu
симонъ|simonъ
петръ|petrъ
г҃и|gospodi
камо|kamo
ꙇдеши|jьdeši
отъвѣшта|otъvěћǢ
емоу|jemu
и҃с|jisusъ
ѣможе|amože
азъ|azъ
ꙇдѫ|jьdǫ
не|ne
можеши|možeši
нꙑн҄ѣ|nyně
по|po
мьнѣ|mъně
ꙇти|jьti
послѣдь|poslědь
же|že
по|po
мнѣ|mъně
ꙇдеши|jьdeši
Г҃ла|golgola
емоу|jemu
петръ|petrъ
г҃и|gospodi
по|po
чьто|čьto
нꙑн҄ѣ|nyně
по|po
тебѣ|tebě
не|ne
могѫ|mogǫ
ꙇти|jьti
нꙑн҄ѣ|nyně
д҃шѫ|dušǫ
моѭ|mojǫ
за|za
тѧ|tę
положѫ|položǫ
отъвѣшта|otъvěћǢ
емоу|jemu
и҃с|jisusъ
д҃шѫ|dušǫ
ли|li
твоѭ|tvojǫ
за|za
мѧ|mę
положиши|položiši
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
тебѣ|tebě
не|ne
възгласитъ|vъzgolsitъ
коуръ|
дон҄ьдеже|dońьdeže
отъвръжеши|otъvŕ̥žeši
сѧ|sę
мене|mene
три|tri
кратꙑ|korty
да|da
не|ne
съмѫштаетъ|sъmǫћǢjetъ
сѧ|sę
ваше|vaše
сръдьце|sŕ̥dьke
вѣроуꙇте|věrujite
въ|vъ
б҃а|boga
ꙇ|i
въ|vъ
мѧ|mę
вѣроуꙇте|věrujite
въ|vъ
домъ|domъ
о҃ца|boga
моего|mojego
обитѣли|obvitěli
многꙑ|mъnogy
сѫтъ|sǫtъ
аште|aћe
ли|li
же|že
ни|ni
реклъ|reklъ
бимь|bimь
вамъ|vamъ
ѣко|ako
ꙇдѫ|jьdǫ
оуготовати|ugotovati
мѣсто|město
вамъ|vamъ
ꙇ|i
еште|ješče
ꙇдѫ|jьdǫ
пакꙑ|paky
придѫ|prijьdǫ
ꙇ|i
оуготоваѭ|ugotovajǫ
мѣсто|město
вамъ|vamъ
ꙇ|i
поꙇмѫ|pojьmǫ
вꙑ|vy
къ|kъ
себѣ|sebě
да|da
ꙇдеже|jьdeže
есмь|jesmь
азъ|azъ
ꙇ|i
вꙑ|vy
бѫдете|bǫdete
ꙇ|i
ѣможе|amože
азъ|azъ
ꙇдѫ|jьdǫ
вѣсте|věste
пѫть|pǫtь
г҃ла|golgola
емоу|jemu
тⸯома|toma
г҃и|gospodi
не|ne
вѣмъ|věmъ
камо|kamo
ꙇдеши|jьdeši
ꙇ|i
како|kako
пѫть|pǫtь
можемъ|možemъ
вѣдѣти|věděti
г҃ла|golgola
емоу|jemu
и҃с|jisusъ
азъ|azъ
есмь|jesmь
пѫть|pǫtь
ꙇ|i
истина|jьstina
ꙇ|i
животъ|životъ
никътоже|nikъtože
придетъ|prijьdetъ
къ|kъ
о҃цю|otьku
тъкмо|tъkъmo
мноѭ|mъnojǫ
аште|aћe
мѧ|mę
бисте|bite
знали|znali
ꙇ|i
о҃ца|boga
моего|mojego
знали|znali
бисте|bite
оубо|ubo
отъселѣ|otъselě
позна[с]те|poznaste
і|i
ꙇ|i
в[и]дѣсте|viděste
ꙇ|i
г҃ла|golgola
емоу|jemu
филипъ|filipъ
г҃и|gospodi
покажи|pokaži
намъ|namъ
о҃ца|boga
ꙇ|i
довьлетъ|dovьĺetъ
намъ|namъ
г҃ла|golgola
емоу|jemu
и҃с|jisusъ
толико|toliko
врѣмѧ|vermę
съ|﻿sъ
вами|vami
есмь|jesmь
ꙇ|i
не|ne
позна|pozna
ли|li
мене|mene
филиппе|
видѣвꙑ|viděvъjь
мене|mene
видѣ|vidě
о҃ца|boga
Како|kako
т[ꙑ|ty
г҃леши|golgoĺeši
покажи|pokaži
намъ|namъ
о҃ца|boga
Не|ne
вѣ]роуеши|věruješi
ли|li
ѣко|ako
азъ|azъ
въ|vъ
о҃ци|otьki
ꙇ|i
о҃ць|otьkь
въ|vъ
мнѣ|mъně
естъ|jestъ
г҃лꙑ|golgoly
ѩже|jęže
азъ|azъ
г҃лѭ|golgoĺǫ
вамъ|vamъ
о|o
себѣ|sebě
не|ne
г҃лѭ|golgoĺǫ
о҃ць|otьkь
же|že
прѣбꙑваѩі|perbyvajęjь
въ|vъ
мьнѣ|mъně
тъ|tъ
творитъ|tvoritъ
дѣ[ло|dělo
вѣрѫ|věrǫ
ꙇмѣте|jьměte
мьнѣ|mъně
ѣко|ako
азъ|azъ
въ|vъ
о҃ци|otьki
ꙇ|i
о҃ць|otьkь
въ|vъ
мьнѣ|mъně
Аште|aћe
ли|li
же|že
ни|ni
за|za
та|ta
дѣла|děla
вѣрѫ|věrǫ
емл҄ѣте|jemĺěte
ми|mъně
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
вѣроуѩи|věrujęjь
въ|vъ
мѧ|mę
дѣла|děla
ѣже|jǢže
творѫ|tvoŕǫ
ꙇ|i
тъ|tъ
творитъ|tvoritъ
ꙇ|i
больша|boĺьšǢ
творитъ|tvoritъ
сихъ|sixъ
ѣко|ako
азъ|azъ
къ|kъ
о҃цю|otьku
грѧдѫ|grędǫ
ꙇ|i
егоже|jegože
колижьдо|koližьdo
просите|prosite
въ|vъ
ꙇмѧ|jьmę
мое|moje
то|to
створѫ|
да|da
прославитъ|proslavitъ
сѧ|sę
о҃ць|otьkь
о|o
с҃нѣ|syně
ꙇ|i
а]ште|aћe
чесо|česo
просите|prosite
въ|vъ
імѧ|jьmę
мое|moje
то|to
сътворѫ|sъtvoŕǫ
аште|aћe
л҄юбите|ĺubite
мѧ|mę
заповѣди|zapovědi
